route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
9,13447,05820134472164642,Decimomannu,Decimomannu,1,,09R93X582,,
9,13465,05820134652165093,Stazione Decimomannu,Stazione Decimomannu,1,,09R91X582,,
9,13465,05820134652165137,Assemini (S. Lucia),Assemini (S. Lucia),1,,09R92X582,,
9,13465,05820134652165128,Assemini (S. Lucia),Assemini (S. Lucia),1,,09R92X582,,
3,13389,05820133892158547,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
M,13455,05820134552159660,Matteotti,Matteotti,1,,00MR21X582,,
3,13389,05820133892158591,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
QEX,13412,05820134122161063,Matteotti,Matteotti,1,,QEXR01X582,,
QS,13398,05820133982160105,Lungosaline,Lungosaline,0,,50A31X582,,
QEX,13460,05820134602163152,Matteotti,Matteotti,1,,QEXR01X582,,
PF,13396,05820133962159528,Matteotti (Fronte Stazione ARST),Matteotti (Fronte Stazione ARST),1,,60FR51X582,,
QEX,13460,05820134602165724,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
QEX,13460,05820134602165700,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
QEX,13412,05820134122165802,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
1,13398,05820133982157030,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
29,13449,05820134492156422,Policlinico,Policlinico,0,,29A35X582,,
20,13433,05820134332158002,Buoncammino (ang.  via Belvedere),Buoncammino (ang.  via Belvedere),0,,20A31X582,,
M,13453,05820134532162562,Matteotti,Matteotti,1,,00MR21X582,,
ER,13411,05820134112165233,Matteotti,Matteotti,0,,ERA12X582,,
30R,13429,05820134292165517,Dante,Dante,0,,30RA11X582,,
6,13453,05820134532165314,_,_,1,,06R31X582,,
ER,13411,05820134112165234,Matteotti,Matteotti,0,,ERA12X582,,
30R,13429,05820134292165506,Dante,Dante,0,,30RA11X582,,
30R,13429,05820134292165533,Dante,Dante,0,,30RA11X582,,
M,13455,05820134552159602,Matteotti,Matteotti,1,,00MR21X582,,
PQ,13402,05820134022158452,Matteotti (capolinea PF - PQ),Matteotti (capolinea PF - PQ),1,,60QR51X582,,
3,13453,05820134532157803,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
5,13384,05820133842164464,Vergine di Lluc (capolinea 5),Vergine di Lluc (capolinea 5),0,,05A61X582,,
5-11,13439,05820134392164531,Calamosca,Calamosca,0,,511A61X582,,
1,13398,05820133982156973,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
M,13455,05820134552160967,Gottardo,Gottardo,0,,00MA21X582,,
30,13401,05820134012158292,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30R21X582,,
PF,13432,05820134322155594,Matteotti (Fronte Stazione ARST),Matteotti (Fronte Stazione ARST),1,,60FR51X582,,
9,13452,05820134522164763,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A81X582,,
1Q,13441,05820134412162086,Ninfee (Terramala),Ninfee (Terramala),0,,01QA03X582,,
6,13389,05820133892165935,_,_,1,,06R31X582,,
9,13465,05820134652165022,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A82X582,,
8,13389,05820133892161551,Policlinico Universitario,Policlinico Universitario,0,,08A24X582,,
UEX,13435,05820134352156491,Policlinico Universitario,Policlinico Universitario,0,,U_EA02X582,,
UEX,13435,05820134352156537,Abruzzi (ang. via Campeda),Abruzzi (ang. via Campeda),1,,U_ER02X582,,
M,13439,05820134392162840,Matteotti,Matteotti,1,,00MR21X582,,
20,13446,05820134462159379,Buoncammino (ang.  via Belvedere),Buoncammino (ang.  via Belvedere),0,,20A31X582,,
6,13453,05820134532162512,Andorra,Andorra,0,,06A11X582,,
8,13389,05820133892156725,Matteotti,Matteotti,1,,08R26X582,,
5,13384,05820133842156098,Cinquini (parco San Michele),Cinquini (parco San Michele),1,,05R51X582,,
3,13453,05820134532157291,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
3,13398,05820133982160220,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
40,13403,05820134032162817,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A02X582,,
6,13398,05820133982165476,_,_,1,,06R31X582,,
6,13453,05820134532165259,_,_,1,,06R31X582,,
6,13453,05820134532165325,_,_,1,,06R31X582,,
QEX,13412,05820134122165883,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
QEX,13460,05820134602165744,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
6,13398,05820133982165441,_,_,1,,06R31X582,,
6,13389,05820133892165429,_,_,1,,06R32X582,,
1,13398,05820133982157046,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
1,13389,05820133892163798,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
1,13389,05820133892163812,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
QEX,13412,05820134122161088,Matteotti,Matteotti,1,,QEXR01X582,,
1,13415,05820134152159015,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R53X582,,
8,13389,05820133892156600,Policlinico Universitario,Policlinico Universitario,0,,08A21X582,,
3,13453,05820134532157267,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
M,13439,05820134392162892,Matteotti,Matteotti,1,,00MR21X582,,
29,13449,05820134492164054,Policlinico Universitario,Policlinico Universitario,0,,29A01X582,,
5,13384,05820133842164467,Vergine di Lluc (capolinea 5),Vergine di Lluc (capolinea 5),0,,05A61X582,,
5,13384,05820133842164444,Vergine di Lluc (capolinea 5),Vergine di Lluc (capolinea 5),0,,05A61X582,,
41,13458,05820134582162342,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
PF,13432,05820134322155560,Flumini ,Flumini ,0,,60FA01X582,,
30,13401,05820134012158298,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30R21X582,,
19,13422,05820134222160595,Gobetti (Santa Lucia),Gobetti (Santa Lucia),1,,19R31X582,,
6,13453,05820134532156767,Andorra,Andorra,0,,06A11X582,,
1,13398,05820133982156950,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
PQ,13402,05820134022158443,4 Novembre (ang. via Amsicora) ,4 Novembre (ang. via Amsicora) ,0,,60QA21X582,,
40,13403,05820134032162797,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A02X582,,
QSA,13439,05820134392162969,Policlinico Universitario,Policlinico Universitario,1,,50AR04X582,,
1,13415,05820134152162506,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
6,13453,05820134532155854,Andorra,Andorra,0,,06A11X582,,
1,13389,05820133892163738,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
9,13465,05820134652164995,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A82X582,,
8,13453,05820134532157858,Matteotti,Matteotti,1,,08R26X582,,
1,13389,05820133892163728,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
16,13436,05820134362157167,M.C.T.C.,M.C.T.C.,1,,16R11X582,,
31R,13397,05820133972159429,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,31RR01X582,,
13,13385,05820133852164414,_,_,1,,13R21X582,,
1,13389,05820133892163694,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
29,13465,05820134652157511,Policlinico Universitario,Policlinico Universitario,0,,29A01X582,,
9,13465,05820134652164996,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A82X582,,
M,13453,05820134532162645,Gottardo,Gottardo,0,,00MA21X582,,
5,13384,05820133842156083,Cinquini (parco San Michele),Cinquini (parco San Michele),1,,05R54X582,,
5,13384,05820133842156105,Cinquini (parco San Michele),Cinquini (parco San Michele),1,,05R51X582,,
M,13453,05820134532162610,Gottardo,Gottardo,0,,00MA21X582,,
1,13415,05820134152162493,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
1,13415,05820134152159035,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
40,13403,05820134032162826,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A02X582,,
19,13422,05820134222160588,Gobetti (Santa Lucia),Gobetti (Santa Lucia),1,,19R31X582,,
M,13453,05820134532156807,Matteotti,Matteotti,1,,00MR21X582,,
10,13439,05820134392158845,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
M,13455,05820134552159653,Matteotti,Matteotti,1,,00MR21X582,,
30R,13429,05820134292159198,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30RR1X582,,
1,13400,05820134002159157,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
1,13400,05820134002155404,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
M,13455,05820134552159680,Gottardo,Gottardo,0,,00MA21X582,,
QSA,13439,05820134392162971,Policlinico Universitario,Policlinico Universitario,1,,50AR04X582,,
5-11,13439,05820134392162990,Cinquini (parco San Michele),Cinquini (parco San Michele),1,,511R7X582,,
M,13453,05820134532162573,Gottardo,Gottardo,0,,00MA21X582,,
M,13453,05820134532162591,Gottardo,Gottardo,0,,00MA21X582,,
1,13389,05820133892163767,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
9,13447,05820134472164614,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A81X582,,
QS,13398,05820133982160091,Lungosaline,Lungosaline,0,,50A31X582,,
1,13415,05820134152159072,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R53X582,,
8A,13439,05820134392158899,Policlinico Universitario,Policlinico Universitario,0,,08AA54X582,,
M,13455,05820134552159679,Gottardo,Gottardo,0,,00MA21X582,,
41,13412,05820134122163474,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
M,13453,05820134532156823,Matteotti,Matteotti,1,,00MR21X582,,
QEX,13460,05820134602156861,Matteotti,Matteotti,1,,QEXR01X582,,
6,13389,05820133892158785,Andorra,Andorra,0,,06A11X582,,
10,13439,05820134392158813,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
3,13389,05820133892158748,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
30,13401,05820134012165645,Brigata Sassari (Banca),Brigata Sassari (Banca),0,,30A31X582,,
6,13453,05820134532165270,_,_,1,,06R31X582,,
3,13453,05820134532157729,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
3,13453,05820134532157725,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
3,13453,05820134532157773,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A12X582,,
PQ,13382,05820133822159810,4 Novembre (ang. via Amsicora) ,4 Novembre (ang. via Amsicora) ,0,,60QA21X582,,
QEX,13460,05820134602165733,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
QEX,13412,05820134122165882,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
QEX,13412,05820134122165914,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
QEX,13412,05820134122165822,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
6,13398,05820133982165460,_,_,1,,06R31X582,,
30,13401,05820134012165586,Brigata Sassari (Banca),Brigata Sassari (Banca),0,,30A31X582,,
30R,13429,05820134292165524,Dante,Dante,0,,30RA11X582,,
ER,13411,05820134112165231,Matteotti,Matteotti,0,,ERA12X582,,
1,13389,05820133892163865,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
PF,13432,05820134322155563,Matteotti (Fronte Stazione ARST),Matteotti (Fronte Stazione ARST),1,,60FR51X582,,
PF,13432,05820134322155596,Matteotti (Fronte Stazione ARST),Matteotti (Fronte Stazione ARST),1,,60FR51X582,,
UEX,13435,05820134352156528,Abruzzi (ang. via Campeda),Abruzzi (ang. via Campeda),1,,U_ER02X582,,
8,13389,05820133892156628,Matteotti,Matteotti,1,,08R26X582,,
6,13389,05820133892161398,Andorra,Andorra,0,,06A11X582,,
29,13449,05820134492156448,Sassari (fronte parcheggio FS),Sassari (fronte parcheggio FS),1,,29R36X582,,
UEX,13414,05820134142162677,Abruzzi (ang. via Campeda),Abruzzi (ang. via Campeda),1,,U_ER02X582,,
3,13398,05820133982160178,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
3,13398,05820133982160171,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
19,13422,05820134222160604,Gobetti (Santa Lucia),Gobetti (Santa Lucia),1,,19R31X582,,
1,13389,05820133892163791,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
10,13410,05820134102160908,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
30,13401,05820134012158272,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30R21X582,,
1,13389,05820133892163732,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
41,13412,05820134122163516,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
3,13389,05820133892158712,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
QSB,13384,05820133842163238,IV Novembre,IV Novembre,0,,50BA13X582,,
M,13453,05820134532162527,Gottardo,Gottardo,0,,00MA21X582,,
PQ,13402,05820134022158410,Matteotti (capolinea PF - PQ),Matteotti (capolinea PF - PQ),1,,60QR51X582,,
6,13389,05820133892158791,Irpinia (parcheggi),Irpinia (parcheggi),0,,06A12X582,,
L,13411,05820134112156320,Matteotti,Matteotti,1,,LIR52X582,,
3,13398,05820133982160186,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
8,13453,05820134532157881,Policlinico Universitario,Policlinico Universitario,0,,08A21X582,,
M,13453,05820134532162544,Gottardo,Gottardo,0,,00MA21X582,,
QSA,13439,05820134392162957,Policlinico Universitario,Policlinico Universitario,1,,50AR04X582,,
M,13453,05820134532162618,Matteotti,Matteotti,1,,00MR21X582,,
40,13454,05820134542157617,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A02X582,,
M,13455,05820134552160927,Gottardo,Gottardo,0,,00MA21X582,,
09N,13411,05820134112165207,Roma,Roma,0,,09NA11X582,,
29,13465,05820134652157514,San Benedetto (fronte Buon Pastore),San Benedetto (fronte Buon Pastore),1,,29R01X582,,
41,13412,05820134122163489,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
10,13412,05820134122163540,Is Guadazzonis (Ospedale),Is Guadazzonis (Ospedale),0,,10A91X582,,
10,13439,05820134392158827,Is Guadazzonis (Ospedale),Is Guadazzonis (Ospedale),0,,10A91X582,,
10,13439,05820134392158821,Is Guadazzonis (Ospedale),Is Guadazzonis (Ospedale),0,,10A91X582,,
QEX,13412,05820134122163408,Matteotti,Matteotti,1,,QEXR01X582,,
QEX,13412,05820134122163459,Matteotti,Matteotti,1,,QEXR01X582,,
M,13453,05820134532156775,Gottardo,Gottardo,0,,00MA21X582,,
6,13389,05820133892165971,_,_,1,,06R31X582,,
9,13465,05820134652165063,Stazione Decimomannu,Stazione Decimomannu,1,,09R91X582,,
1Q,13441,05820134412162077,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),1,,01QR03X582,,
1,13400,05820134002159085,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
9,13447,05820134472164600,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A81X582,,
1,13398,05820133982160045,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R53X582,,
1,13400,05820134002155486,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
9,13447,05820134472164657,Decimomannu,Decimomannu,1,,09R93X582,,
QSA,13384,05820133842163381,4 Novembre (fronte via Fiume),4 Novembre (fronte via Fiume),0,,50AA05X582,,
1,13400,05820134002159106,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
3,13453,05820134532157724,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
1,13415,05820134152159005,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
10,13410,05820134102160872,Is Guadazzonis (Ospedale),Is Guadazzonis (Ospedale),0,,10A91X582,,
QEX,13460,05820134602163101,Matteotti,Matteotti,1,,QEXR01X582,,
UEX,13414,05820134142158110,Abruzzi (ang. via Campeda),Abruzzi (ang. via Campeda),1,,U_ER02X582,,
5,13384,05820133842156000,Cinquini (parco San Michele),Cinquini (parco San Michele),1,,05R51X582,,
UEX,13435,05820134352156473,Abruzzi (ang. via Campeda),Abruzzi (ang. via Campeda),1,,U_ER02X582,,
1,13400,05820134002155377,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
30R,13429,05820134292159196,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30RR1X582,,
M,13453,05820134532162606,Gottardo,Gottardo,0,,00MA21X582,,
1,13389,05820133892163711,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
40,13403,05820134032162792,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A02X582,,
QEX,13460,05820134602163050,Matteotti,Matteotti,1,,QEXR02X582,,
31R,13397,05820133972159469,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,31RR01X582,,
10,13410,05820134102160773,Is Guadazzonis (Ospedale),Is Guadazzonis (Ospedale),0,,10A91X582,,
6,13398,05820133982159885,Andorra,Andorra,0,,06A11X582,,
9,13465,05820134652165011,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A82X582,,
17,13448,05820134482161821,Gallus (fronte Torre),Gallus (fronte Torre),0,,17A21X582,,
16,13436,05820134362157146,Giovanni XXIII (fronte via Alberti),Giovanni XXIII (fronte via Alberti),0,,16A11X582,,
1,13415,05820134152162374,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
1,13415,05820134152162418,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
1,13415,05820134152162422,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
41,13450,05820134502161145,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
40,13454,05820134542157622,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A03X582,,
1,13400,05820134002155463,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
3,13389,05820133892158568,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
3,13398,05820133982160169,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
30,13401,05820134012158299,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30R21X582,,
31R,13397,05820133972159470,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,31RR01X582,,
1,13398,05820133982156988,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
1Q,13419,05820134192163268,Ninfee (Terramala),Ninfee (Terramala),0,,01QA02X582,,
19,13422,05820134222160585,IV Novembre,IV Novembre,0,,19A31X582,,
8,13453,05820134532157871,Matteotti,Matteotti,1,,08R26X582,,
9,13452,05820134522164860,Stazione Decimomannu,Stazione Decimomannu,1,,09R91X582,,
UEX,13435,05820134352156465,Abruzzi (ang. via Campeda),Abruzzi (ang. via Campeda),1,,U_ER02X582,,
41,13412,05820134122163490,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
13,13383,05820133832161263,_,_,1,,13R21X582,,
QSA,13439,05820134392162960,Policlinico Universitario,Policlinico Universitario,1,,50AR04X582,,
9,13447,05820134472164593,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A81X582,,
9,13465,05820134652164946,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A81X582,,
9A,13421,05820134212157692, Ist. Agrario, Ist. Agrario,1,,09AR7X582,,
9A,13421,05820134212157693, Ist. Agrario, Ist. Agrario,1,,09AR7X582,,
1,13415,05820134152158984,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
1,13415,05820134152159074,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
1,13400,05820134002159090,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
QSA,13439,05820134392162955,IV Novembre,IV Novembre,0,,50AA12X582,,
5,13384,05820133842163222,Cinquini (parco San Michele),Cinquini (parco San Michele),1,,05R51X582,,
9,13452,05820134522164762,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A81X582,,
5,13384,05820133842164507,Vergine di Lluc (capolinea 5),Vergine di Lluc (capolinea 5),0,,05A61X582,,
5-11,13439,05820134392164538,Calamosca,Calamosca,0,,511A61X582,,
10,13410,05820134102160915,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
10,13410,05820134102160906,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
6,13389,05820133892165961,_,_,1,,06R31X582,,
6,13453,05820134532156766,Andorra,Andorra,0,,06A11X582,,
M,13455,05820134552159718,Matteotti,Matteotti,1,,00MR21X582,,
M,13439,05820134392162926,Matteotti,Matteotti,1,,00MR21X582,,
30,13401,05820134012158320,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30R21X582,,
30,13401,05820134012157947,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30R21X582,,
30,13401,05820134012158341,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30R21X582,,
10,13439,05820134392158853,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
3,13389,05820133892158635,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
QEX,13412,05820134122165855,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
6,13398,05820133982165487,_,_,1,,06R32X582,,
30,13401,05820134012165595,Brigata Sassari (Banca),Brigata Sassari (Banca),0,,30A31X582,,
PF,13432,05820134322155564,Matteotti (Fronte Stazione ARST),Matteotti (Fronte Stazione ARST),1,,60FR51X582,,
1,13400,05820134002155474,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
ER,13411,05820134112165227,Matteotti,Matteotti,0,,ERA12X582,,
QEX,13460,05820134602165696,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
QEX,13412,05820134122165839,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
QEX,13412,05820134122165895,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
QEX,13412,05820134122165809,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
QEX,13460,05820134602165795,Dante,Dante,0,,QEXA12X582,,
QEX,13412,05820134122165815,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
8,13453,05820134532155738,Cadello (uffici Città Metropolitana),Cadello (uffici Città Metropolitana),0,,08A05X582,,
30,13401,05820134012158294,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30R21X582,,
3,13453,05820134532157746,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
QEX,13412,05820134122161066,Matteotti,Matteotti,1,,QEXR01X582,,
8,13453,05820134532161646,Matteotti,Matteotti,1,,08R26X582,,
40,13454,05820134542157596,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A02X582,,
3,13389,05820133892158579,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
6,13389,05820133892165932,_,_,1,,06R31X582,,
UEX,13435,05820134352156488,Policlinico Universitario,Policlinico Universitario,0,,U_EA02X582,,
9,13447,05820134472164648,Decimomannu,Decimomannu,1,,09R93X582,,
1,13398,05820133982156997,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
M,13455,05820134552159702,Gottardo,Gottardo,0,,00MA21X582,,
1,13400,05820134002155483,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
5,13384,05820133842155998,Cinquini (parco San Michele),Cinquini (parco San Michele),1,,05R51X582,,
M,13455,05820134552161002,Gottardo,Gottardo,0,,00MA22X582,,
M,13455,05820134552159635,Gottardo,Gottardo,0,,00MA21X582,,
1L,13462,05820134622157710,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),1,,01LR01X582,,
1,13400,05820134002159137,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
3,13389,05820133892158606,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A12X582,,
3,13398,05820133982160192,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
QS,13398,05820133982160119,Deliperi,Deliperi,1,,50R31X582,,
1,13389,05820133892163713,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
5,13384,05820133842156082,Cinquini (parco San Michele),Cinquini (parco San Michele),1,,05R51X582,,
3,13453,05820134532157285,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
PF,13396,05820133962159527,Matteotti (Fronte Stazione ARST),Matteotti (Fronte Stazione ARST),1,,60FR51X582,,
6,13389,05820133892161352,Andorra,Andorra,0,,06A11X582,,
19,13451,05820134512156311,Gobetti (Santa Lucia),Gobetti (Santa Lucia),1,,19R31X582,,
PF,13432,05820134322161880,Matteotti (Fronte Stazione ARST),Matteotti (Fronte Stazione ARST),1,,60FR51X582,,
1,13415,05820134152162433,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
M,13453,05820134532162671,Gottardo,Gottardo,0,,00MA21X582,,
M,13453,05820134532160274,Matteotti,Matteotti,1,,00MR21X582,,
1,13400,05820134002159129,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
16,13430,05820134302156563,M.C.T.C.,M.C.T.C.,1,,16R11X582,,
41,13407,05820134072157641,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
M,13455,05820134552159592,Matteotti,Matteotti,1,,00MR21X582,,
QSB,13384,05820133842163321,IV Novembre,IV Novembre,0,,50BA11X582,,
9,13452,05820134522164858,Stazione Decimomannu,Stazione Decimomannu,1,,09R91X582,,
